Letter,Street
P,Calle Provisional Joaquín Turina Uno
P,Calle Provisional la Medina Dos
P,Calle Provisional la Medina Tres
P,Calle Provisional la Medina Uno
P,Calle Provisional Los Caleros
P,Calle Provisional Maturana
P,Calle Provisional Parque de Valdebebas Cincuenta y Cinco
P,Calle Provisional Parque de Valdebebas Cincuenta y Cuatr
P,Avenida Provisional Parque de Valdebebas Uno
P,Calle de Provisiones
P,Calle de Prudencio Álvaro
P,Avenida de los Prunos
P,Calle de la Puebla
P,Calle de Puebla de Montalbán
P,Calle de Puebla de Sanabria
P,Plaza del Pueblo
P,Camino del Puente
P,Calle del Puente de Segovia
P,Glorieta del Puente de Segovia
P,Calle del Puente de Vizcaya
P,Calle del Puente del Arzobispo
P,Calle del Puente del Duero
P,Calle del Puente del Encinar
P,Plaza de Puente Genil
P,Calle de Puente la Reina
P,Calle de Puente Viesgo
P,Calle de Puentecesures
P,Calle de Puentecillo
P,Calle de Puentedeume
P,Calle de Puentedey
P,Calle de Puentelarra
P,Calle de Puerta Bonita
P,Plaza de Puerta Cerrada
P,Avenida de Puerta de Hierro
P,Glorieta de Puerta de Hierro
P,Plaza de Puerta de Moros
P,Calle de la Puerta de Platerías
P,Glorieta de Puerta de Toledo
P,Paseo de la Puerta del Ángel
P,Plaza de la Puerta del Ángel
P,Plaza de la Puerta del Sol
P,Avenida de la Puerta Toledo Mercamadrid
P,Carretera de Puertas de las Columnas
P,Calle del Puerto Alto
P,Plaza del Puerto Barazar
P,Calle del Puerto de Alazores
P,Calle del Puerto de Alcolea
P,Calle del Puerto de Almansa
P,Calle del Puerto de Alsasua
P,Calle del Puerto de Arlabán
P,Calle del Puerto de Balbarán
P,Calle del Puerto de Baños
P,Calle del Puerto de Béjar
P,Calle del Puerto de Benasque
P,Calle del Puerto de Bermeo
P,Calle del Puerto de Canencia
P,Calle del Puerto de Canfranc
P,Calle del Puerto de Cardoso
P,Calle del Puerto de Corlite
P,Calle del Puerto de Costabona
P,Calle del Puerto de Cotos
P,Calle del Puerto de Fuenfría
P,Calle del Puerto de Galapagar
P,Plaza del Puerto de Ibañeta
P,Calle del Puerto de Idiazabal
P,Calle del Puerto de la Bonaigua
P,Plaza del Puerto de la Cruz
P,Calle del Puerto de la Cruz Verde
P,Calle del Puerto de la Magdalena
P,Calle del Puerto de la Mano de Hierro
P,Calle del Puerto de la Morcuera
P,Calle del Puerto de las Pilas
P,Travesia del Puerto de las Pilas
P,Glorieta del Puerto de los Carros
P,Calle del Puerto de Lumbreras
P,Calle del Puerto de Maderi
P,Calle del Puerto de Maspalomas
P,Calle del Puerto de Miravete
P,Calle del Puerto de Navacerrada
P,Calle del Puerto de Pajares
P,Calle del Puerto de Panticosa
P,Calle del Puerto de Piedrafita
P,Calle del Puerto de Porzuna
P,Calle del Puerto de Pozazal
P,Calle del Puerto de Reinosa
P,Travesia del Puerto de Reinosa
P,Calle del Puerto de Sallent
P,Calle del Puerto de San Glorio
P,Calle de Puerto de Santa María
P,Calle del Puerto de Sollube
P,Calle del Puerto de Somiedo
P,Calle del Puerto de Somosierra
P,Calle del Puerto de Somport
P,Calle del Puerto de Tarancón
P,Plaza del Puerto de Urquiola
P,Calle del Puerto de Used
P,Calle del Puerto de Velate
P,Calle del Puerto de Viñamala
P,Calle del Puerto del Bruch
P,Calle del Puerto del Escudo
P,Calle del Puerto del Milagro
P,Calle del Puerto del Monasterio
P,Calle del Puerto del Pico
P,Calle del Puerto del Rey
P,Calle del Puerto del Suebe
P,Calle de Puerto Lápice
P,Calle de Puerto Príncipe
P,Calle de Puerto Real
P,Calle de Puerto Rico
P,Plaza de Puerto Rubio
P,Travesia de Puerto Rubio
P,Calle de Puerto Serrano
P,Calle de Puerto Vallarta
P,Calle de Puertollano
P,Calle de Puigcerdá
P,Calle de Puntallana
P,Calle de Puñonrostro
P,Calle de Púrchena
Q,Calle Quebec
Q,Calle de Quero
Q,Calle del Querol
Q,Calle de Quesada
Q,Calle de Quevedo
Q,Glorieta de Quevedo
Q,Calle de Quijada de Pandiellos
Q,Travesia de Quijada de Pandiellos
Q,Calle de Quijorna
Q,Calle de Quilichao
Q,Calle de los Químicos
Q,Calle del Quince de Agosto
Q,Paseo del Quince de Mayo
Q,Avenida Quinta
Q,Calle Quinta
Q,Camino de la Quinta
Q,Calle de Quintana
Q,Calle de Quintanadueñas
Q,Calle de Quintanapalla
Q,Calle de Quintanavides
Q,Calle de Quintiliano
Q,Calle del Quinto
Q,Calle de Quiñones
Q,Plaza de Quito
R,Calle de Rabanal del Camino
R,Plaza de Rabasa
R,Calle de Rabat
R,Calle de Rabe de las Calzadas
R,Camino de la Rabia
R,Calle del Radio
R,Avenida de Rafael Alberti
R,Calle de Rafael Bergamín
R,Calle de Rafael Botí
R,Calle de Rafael Caballero
R,Calle de Rafael Calvo
R,Calle de Rafael Ceballos
R,Calle de Rafael de la Hoz
R,Calle de Rafael de León
R,Calle de Rafael de Riego
R,Calle de Rafael Fernández Hijicos
R,Calle de Rafael Finat
R,Calle de Rafael Herrera
R,Calle de Rafael Herrero
R,Calle de Rafael Juan y Seva
R,Calle de Rafael López Pando
R,Calle de Rafael Marcote
R,Calle de Rafael Salazar Alonso
R,Calle de Rafael Salgado
R,Calle de Rafael San Narciso
R,Calle de Rafael Vega
R,Calle de Rafael Villa
R,Calle de Rafael Zufriategui
R,Calle de Rafaela Aparicio
R,Calle de Rafaela Bonilla
R,Calle de Rafaela Pascual
R,Avenida de Rafaela Ybarra
R,Calle de Raigrás
R,Calle de Raimundo Fernández Villaverde
R,Calle de Raimundo Lulio
R,Plaza de Ramales
R,Calle de la Rambla
R,Calle de Ramírez de Arellano
R,Calle de Ramírez de Prado
R,Calle de Ramírez Tomé
R,Calle de Ramiro de Maeztu
R,Calle de Ramiro II
R,Calle de Ramiro Molina
R,Calle de Ramón Areces
R,Calle de Ramón Azorín
R,Calle de Ramón Calabuig
R,Calle de Ramón Camarero
R,Calle de Ramón Crespo
R,Cuesta de Ramón
R,Calle de Ramón de Aguinaga
R,Calle de Ramón de Madariaga
R,Calle de Ramón de Santillán
R,Calle de Ramón Fort
R,Glorieta de Ramón Gaya
R,Calle de Ramón Gómez de la Serna
R,Calle de Ramón Luján
R,Calle de Ramón Patuel
R,Calle de Ramón Pérez de Ayala
R,Calle de Ramón Power
R,Calle de Ramón Pulido
R,Calle de Ramón Sáinz
R,Calle de Ramón Serrano
R,Calle de Ramón Vázquez Molezún
R,Avenida de Ramón y Cajal
R,Plaza de Ramón y Cajal
R,Calle de Ramonet
R,Calle de Ramos Carrión
R,Calle del Rancho
R,Calle de Raquel Méller
R,Calle de Rascafría
R,Calle de Rascón
R,Camino del Rasillo
R,Plaza del Rastrillo
R,Calle del Rastro
R,Camino del Rastrojo
R,Calle de Ravena
R,Calle de la Raya
R,Calle del Rayo Vallecano de Madrid
R,Calle de la Raza
R,Calle del Real Alcázar de Sevilla
R,Avenida Real
R,Calle del Real Betis
R,Calle del Real
R,Lugar Real Club Puerta de Hierro
R,Calle Real de Arganda
R,Cañada Real de Merinas
R,Avenida Real de Pinto
R,Cañada Real Galiana
R,Calle del Real Madrid
R,Cañada Real Sector 2
R,Cañada Real Sector 3
R,Cañada Real Sector 4
R,Cañada Real Sector 5
R,Calle de Realejos
R,Glorieta de las Reales Academias
R,Calle de Rebeque
R,Plaza de Recajo
R,Calle de Recalde
R,Calle de Recaredo
R,Calle de Recesvinto
R,Callejon del Recodo
R,Calle de Recoletos
R,Paseo de Recoletos
R,Calle del Rector Royo-Villanova
R,Avenida del Recuerdo
R,Calle de Redecilla del Camino
R,Calle del Redentor
R,Calle de las Redes
R,Plaza de Redondela
R,Calle de Redondilla
R,Calle de Redrueña
R,Calle del Refugio
R,Calle de la Regalada
R,Calle de Regil
R,Calle del Regimiento
R,Calle de Regina Álvarez
R,Calle de Regino Sáinz de la Maza
R,Plaza de las Regiones
R,Calle de la Reguera de Tomateros
R,Calle de Regueros
R,Calle de Régulo
R,Calle de la Reina
R,Paseo de la Reina Cristina
R,Calle de la Reina Mercedes
R,Avenida de la Reina Victoria
R,Puente de la Reina Victoria
R,Calle del Reino de Candaya
R,Calle de Reinosa
R,Calle de Rejas
R,Calle de Relampaguito
R,Calle de Relatores
R,Calle del Reloj
R,Travesia del Reloj
R,Calle de la Remodelación
R,Calle de la Remodelación de Almendrales
R,Plaza de Remondo
R,Plaza de la Rendición de Breda
R,Camino del Renegado
R,Calle de Rentería
R,Calle de Repelón
R,Plaza de la República Argentina
R,Calle de la República Checa
R,Plaza de la República de Chile
R,Paseo de la República de Cuba
R,Plaza de la República de El Salvador
R,Paseo de la República de Panamá
R,Plaza de la República del Ecuador
R,Paseo de la República Dominicana
R,Plaza de la República Dominicana
R,Calle de la República Eslovaca
R,Calle de Repujado
R,Calle de Repullés y Vargas
R,Calle de Requena
R,Calle de la Resina
R,Calle de la Resinería
R,Calle del Retablo de Melisendra
R,Calle de la Retama
R,Calle de Retamar
R,Calle de Retrasos
R,Calle de Reus
R,Calle de Revenga
R,Calle del Reventón
R,Plaza de la Reverencia
R,Calle del Rey Francisco
R,Paseo del Rey
R,Plaza del Rey
R,Calle de Reyes Aizquibel
R,Calle de los Reyes
R,Avenida de los Reyes Católicos
R,Calle de los Reyes Magos
R,Plaza de los Reyes Magos
R,Calle de Riaño
R,Calle de Riaza
R,Calle de Ribadavia
R,Calle de Ribadelago
R,Plaza de Ribadeo
R,Calle de Ribadesella
R,Calle de Ribadumia
R,Camino de la Ribera
R,Calle de la Ribera de Curtidores
R,Calle de la Ribera del Loira
R,Calle de la Ribera del Manzanares
R,Calle de la Ribera del Sena
R,Calle de Ribota
R,Jardines de Ricardo Arias Camacho
R,Jardin de Ricardo Arias Camacho
R,Calle de Ricardo Bellver
R,Calle de Ricardo Beltrán y Rózpide
R,Calle de Ricardo Calvo
R,Calle de Ricardo Damas
R,Glorieta de Ricardo de Bastida
R,Calle de Ricardo de la Vega
R,Calle de Ricardo Goizueta
R,Calle de Ricardo Gutiérrez
R,Calle de Ricardo León
R,Calle de Ricardo Ortiz
R,Calle de Ricardo San Juan
R,Calle de Ricardo Sepúlveda
R,Glorieta de Ricardo Velázquez Bosco
R,Calle de Ricla
R,Plaza de Ricla
R,Calle de Riga
R,Calle de Rigel
R,Calle de Rimini
R,Calle del Rincón de la Solana
R,Calle del Rincón de la Victoria
R,Lugar de Rinconada de San José
R,Lugar Rinconada del Cura
R,Paseo de la Rinconada
R,Calle del Río Adaja
R,Calle del Río Águeda
R,Calle del Río Arauca
R,Calle del Río Arlanzón
R,Calle del Río Bravo
R,Calle del Río Bullaque
R,Calle del Río
R,Calle del Río Chico
R,Camino del Río
R,Calle del Río Colorado
R,Calle del Río Corrientes
R,Calle del Río Cuervo
R,Calle del Río de la Plata
R,Calle de Río de Oro
R,Calle del Río Duero
R,Calle del Río Esgueva
R,Calle del Río Esla
R,Calle del Río Esmeralda
R,Calle del Río Grande
R,Calle del Río Iguazú
R,Calle del Río Jacui
R,Calle del Río Magdalena
R,Calle del Río Matarraña
R,Calle del Río Negro
R,Calle del Río Nela
R,Calle del Río Nervión
R,Calle del Río Orinoco
R,Calle del Río Paraná
R,Calle del Río Salado
R,Calle del Río Salor
R,Calle del Río San Lorenzo
R,Calle del Río San Pedro
R,Calle del Río Sella
R,Calle del Río Tiétar
R,Calle del Río Ulla
R,Glorieta del Río Urubamba
R,Calle del Río Uruguay
R,Glorieta del Río Záncara
R,Calle de Riobamba
R,Calle de Riocabado
R,Calle de Rioconejos
R,Plaza de Riofrío
R,Calle de los Riojanos
R,Calle de Ríos Rosas
R,Calle del Risco de los Claveles
R,Calle de Risco de los Gavilanes
R,Calle de Risco de Peloche
R,Calle de Risco del Pájaro
R,Calle de Riscos de Polanco
R,Calle de Rita Luna
R,Calle de Rivas
R,Calle de Roa
R,Calle de Robert Capa
R,Calle de Roberto Domingo
R,Calle del Roble
R,Camino del Robledal
R,Paseo del Robledal
R,Calle de Robledillo
R,Calle de Robledo
R,Pasaje de Robledo de Chavela
R,Calle de Robles
R,Calle de Robregordo
R,Calle de Rocafort
R,Calle de Rochapea
R,Calle de Rocinante
R,Plaza de Rocío Dúrcal
R,Calle de Rocío Jurado
R,Calle de Roda de Bara
R,Carretera de Rodajos
R,Calle de Rodas
R,Calle de los Rodeos
R,Calle de Rodezno
R,Calle del Rodio
R,Calle del Rododendro
R,Plaza de Rodolfo y Ernesto Halffter
R,Calle de Rodrigo de Arana
R,Calle de Rodrigo de Guevara
R,Calle de Rodrigo de Triana
R,Calle de Rodrigo Uhagón
R,Plaza de Rodrigo Uría
R,Calle de Rodríguez Ayuso
R,Calle de Rodríguez Espinosa
R,Calle de Rodríguez Illanes
R,Calle de Rodríguez Jaén
R,Calle de Rodríguez Lázaro
R,Calle de Rodríguez Marín
R,Calle de Rodríguez San Pedro
R,Calle de Rodríguez Vega
R,Calle de Rodríguez Villarejo
R,Plaza de Rogelio Enríquez
R,Calle de Rogelio Folgueras
R,Calle de Rogelio Muñoz
R,Pasaje de Rogelio Muñoz
R,Calle de Rogelio Osorio
R,Plaza de Roger de Flor
R,Calle de Roger de Lauría
R,Calle del Rollo
R,Plaza del Rollo
R,Calle de Roma
R,Parque de Roma
R,Calle de Román Alonso
R,Calle de Romancero Gitano
R,Calle de Romeo y Julieta
R,Calle del Romeral
R,Calle de Romero Girón
R,Pasaje del Romero
R,Calle de Romero Robledo
R,Camino de los Romeros
R,Calle de Rompelanzas
R,Calle del Roncal
R,Calle de Roncesvalles
R,Camino de la Ronda
R,Travesia de Ronda
R,Calle de Roquetas de Mar
R,Calle de Ros de Olano
R,Calle de la Rosa
R,Plaza de Rosa Chacel
R,Callejon de Rosa
R,Calle de Rosa de Castro
R,Calle de Rosa de Silva
R,Calle de Rosa Jardón
R,Calle de Rosa Luxemburgo
R,Calle de Rosa Menéndez
R,Calle de Rosa Sabater
R,Calle de la Rosaleda
R,Calle de Rosalía de Castro
R,Calle de Rosalía Trujillo
R,Calle de Rosario Acuña
R,Calle del Rosario
R,Calle de Rosario Pino
R,Calle de Rosario Romero
R,Calle de las Rosas de Aravaca
R,Calle de Rosendo Conde
R,Calle de Roy
R,Calle de Rozas de Puerto Real
R,Glorieta de Rubén Darío
R,Calle de Rubí
R,Calle de la Ruda
R,Pasaje de la Rueca
R,Calle de Rueza
R,Calle de Rufino Blanco
R,Calle de Rufino González
R,Glorieta de Rufino Novalvos
R,Calle de Rufino Rejón
R,Callejon de Ruices
R,Calle de Ruidera
R,Calle del Ruiseñor
R,Camino del Ruiseñor
R,Calle de Ruiz
R,Calle de Ruiz de Alarcón
R,Glorieta de Ruiz Jiménez
R,Calle de Ruiz Ocaña
R,Calle de Ruiz Palacios
R,Calle de Ruiz Perelló
R,Calle de Rumanía
R,Calle de Ruperto Andrés
R,Paseo de Ruperto Chapí
R,Calle de Ruperto Santos Rojo
R,Calle de Rusia
R,Calle de Rute
R,Plaza de Rutilio Gacís
R,Calle del Rutilo
R,Calle de Ruy González de Clavijo
R,Calle de Ruzafa
R,Autovia R-2
R,Autovia R-3
R,Autovia R-5
S,Calle de Saavedra Fajardo
S,Calle de Sabadell
S,Calle de Sabal
S,Calle de Sabanero
S,Calle de Sabino Fernández Campo
S,Calle de Sabiote
S,Calle de Sabrina
S,Calle de Sacedón
S,Camino de Sacedón
S,Pasaje del Saceral
S,Calle Sacramental de San Lorenzo
S,Calle del Sacramento
S,Calle del Sacrificio
S,Travesia del Sacrificio
S,Calle del Sacromonte
S,Calle de Safo
S,Calle de S'Agaro
S,Calle de Sagasta
S,Calle de Sagitario
S,Cuesta del Sagrado Corazón
S,Plaza del Sagrado Corazón de Jesús
S,Calle de los Sagrados Corazones
S,Plaza de los Sagrados Corazones
S,Calle de Sagunto
S,Calle de Sahagún
S,Calle del Sáhara
S,Calle de Sáinz de la Calleja
S,Calle de Sajonia
S,Calle de la Sal
S,Calle del Salado
S,Calle de Salamanca
S,Calle de Salas Barbadillo
S,Calle de Salas
S,Avenida de Salas de los Infantes
S,Calle de Salasierra
S,Calle de Salcedo
S,Calle de Saldaña
S,Plaza de Salesas
S,Calle de Saliente
S,Calle de Salinas
S,Calle de Salinas de Rosio
S,Calle de Salitre
S,Calle de Sallaberry
S,Avenida de Salmedina
S,Camino de Salmedina
S,Poblado el Salobral
S,Calle de Salobreña
S,Paseo del Salón del Estanque
S,Calle de Salorino
S,Calle de Salou
S,Calle de Salsipuedes
S,Calle de la Salud
S,Calle de Salustiano Olozaga
S,Calle de Salvador Allende
S,Calle de Salvador Alonso
S,Plaza de Salvador Crespo
S,Plaza de Salvador Dalí
S,Calle de Salvador de Madariaga
S,Calle del Salvador del Mundo
S,Calle de Salvador Granes
S,Calle de Salvador Martínez
S,Calle de Salvador Martínez Lozano
S,Calle de Salvador Vicente Martín
S,Calle de Salvatierra
S,Calle de la Salvia
S,Calle de Samaca
S,Calle de Samaniego
S,Calle de Samaria
S,Calle de Sambara
S,Calle de Samperio
S,Calle de San Adolfo
S,Calle de San Adrián
S,Calle de San Agapito
S,Calle de San Agustín
S,Calle de San Alberto
S,Calle de San Alejandro
S,Plaza de San Amaro
S,Calle de San Ambrosio
S,Plaza de San Anacleto
S,Calle de San Anastasio
S,Calle de San Andrés
S,Costanilla de San Andrés
S,Calle de San Andrés de Rabanedo
S,Plaza de San Andrés
S,Calle de San Aniceto
S,Calle de San Anselmo
S,Calle de San Antolín
S,Calle de San Antón
S,Calle de San Antonio
S,Glorieta de San Antonio de la Florida
S,Calle de San Antonio de Padua
S,Calle de San Aquilino
S,Calle de San Armengol
S,Calle de San Arturo
S,Calle de San Aureliano
S,Calle de San Baldomero
S,Calle de San Bartolomé
S,Calle de San Basilio
S,Calle de San Benigno
S,Travesia de San Benigno
S,Calle de San Benito
S,Calle de San Bernabé
S,Calle de San Bernardino
S,Calle de San Bernardo
S,Calle de San Blas
S,Parque de San Blas
S,Calle de San Bonifacio
S,Calle de San Braulio
S,Calle de San Bruno
S,Calle de San Buenaventura
S,Calle de San Cándido
S,Calle de San Canuto
S,Calle de San Carlos
S,Calle de San Casimiro
S,Calle de San Cayetano
S,Plaza de San Cayetano
S,Calle de San César
S,Calle de San Cesáreo
S,Calle de San Cipriano
S,Calle de San Ciriaco
S,Calle de San Cirilo
S,Calle de San Claudio
S,Calle de San Clemente
S,Pasaje de San Clemente
S,Calle de San Clodoaldo
S,Calle de San Conrado
S,Calle de San Cosme y San Damián
S,Calle de San Crispín
S,Calle de San Cristóbal
S,Calle de San Cristóbal de La Laguna
S,Plaza de San Cristóbal
S,Calle de San Cugat del Vallés
S,Calle de San Dacio
S,Calle de San Dalmacio
S,Calle de San Dámaso
S,Calle de San Daniel
S,Calle de San David
S,Calle de San Delfín
S,Calle de San Deogracias
S,Avenida de San Diego
S,Calle de San Diego
S,Plaza de San Diego
S,Travesia de San Diego
S,Calle de San Dimas
S,Calle de San Donato
S,Calle de San Elías
S,Avenida de San Eloy
S,Calle de San Emeterio
S,Calle de San Emilio
S,Calle de San Enrique
S,Calle de San Enrique de Ossó
S,Calle de San Epifanio
S,Calle de San Erasmo
S,Calle de San Ernesto
S,Calle de San Estanislao
S,Calle de San Esteban de Gormaz
S,Calle de San Eudaldo
S,Calle de San Eugenio
S,Calle de San Eulogio
S,Calle de San Eusebio
S,Calle de San Eustaquio
S,Calle de San Evaristo
S,Calle de San Ezequiel
S,Calle de San Facundo
S,Calle de San Faustino
S,Calle de San Felices
S,Calle de San Felipe
S,Calle de San Felipe Neri
S,Calle de San Feliu de Guixols
S,Calle de San Félix
S,Avenida de San Fermín
S,Plaza de San Fermín
S,Carretera de San Fernando a Mejorada
S,Calle de San Fernando
S,Calle de San Fernando del Jarama
S,Plaza de San Fernando
S,Puente de San Fernando
S,Travesia de San Fernando
S,Calle de San Fidel
S,Calle de San Filemón
S,Calle de San Filiberto
S,Calle de San Florencio
S,Calle de San Fortunato
S,Carrera de San Francisco
S,Paseo de San Francisco de Sales
S,Calle de San Francisco El Grande
S,Plaza de San Francisco
S,Calle de San Froilán
S,Calle de San Frutos
S,Calle de San Fulgencio
S,Particular de San Gabriel
S,Calle de San Galo
S,Calle de San Gelasio
S,Calle de San Gerardo
S,Calle de San Germán
S,Plaza de San Germán
S,Calle de San Gervasio
S,Plaza de San Ginés
S,Pasadizo de San Ginés
S,Calle de San Graciano
S,Calle de San Gregorio
S,Calle de San Gumersindo
S,Calle de San Herculano
S,Calle de San Hermenegildo
S,Calle de San Higinio
S,Calle de San Hilario
S,Calle de San Ignacio de Loyola
S,Plaza de San Ignacio de Loyola
S,Calle de San Ildefonso
S,Plaza de San Ildefonso
S,Paseo de San Illán
S,Calle de San Isidoro de Sevilla
S,Travesia de San Isidoro de Sevilla
S,Glorieta de San Isidro
S,Calle de San Isidro Labrador
S,Puente de San Isidro
S,Parque de San Isidro
S,Calle de San Jaime
S,Plaza de San Jaime
S,Plaza de San Javier
S,Calle de San Jenaro
S,Carrera de San Jerónimo
S,Calle de San Joaquín
S,Calle de San Jorge
S,Calle de San José
S,Calle de San Juan Bosco
S,Calle de San Juan de Ávila
S,Pasaje de San Juan de Dios
S,Calle de San Juan de la Cruz
S,Plaza de San Juan de la Cruz
S,Calle de San Juan de la Cuesta
S,Calle de San Juan de la Peña
S,Calle de San Juan de la Salle
S,Calle de San Juan de Mata
S,Calle de San Juan de Ortega
S,Calle de San Juan de Ulía
S,Plazuela de San Juan
S,Calle de San Julián
S,Calle de San Julián del Camino
S,Calle de San Julio
S,Calle de San Justo
S,Calle de San Lamberto
S,Travesia de San Lamberto
S,Calle de San Laureano
S,Calle de San Lázaro
S,Calle de San Leandro
S,Calle de San León
S,Calle de San Leonardo
S,Calle de San Leopoldo
S,Calle de San Liborio
S,Calle de San Lorenzo
S,Calle de San Lucas
S,Calle de San Luciano
S,Avenida de San Luis
S,Calle de San Luis Gonzaga
S,Jardines de San Luis Guanella
S,Jardin de San Luis Guanella
S,Calle de San Macario
S,Calle de San Magín
S,Calle de San Mamés
S,Calle de San Mansueto
S,Calle de San Manuel
S,Calle de San Marcelino
S,Calle de San Marcelo
S,Calle de San Marcos
S,Calle de San Mariano
S,Calle de San Marino
S,Calle de San Mario
S,Calle de San Martín
S,Glorieta de San Martín de la Vega
S,Calle de San Martín de Porres
S,Pasaje de San Martín de Valdeiglesias
S,Plaza de San Martín
S,Calle de San Mateo
S,Travesia de San Mateo
S,Calle de San Maximiliano
S,Calle de San Máximo
S,Calle de San Melitón
S,Calle de San Miguel
S,Calle de San Miguel del Camino
S,Jardines de San Miguel
S,Jardin de San Miguel
S,Plaza de San Miguel
S,Calle de San Millán
S,Paseo de San Millán de la Cogolla
S,Calle de San Modesto
S,Calle de San Moisés
S,Calle de San Narciso
S,Calle de San Nazario
S,Calle de San Nemesio
S,Calle de San Neviano
S,Calle de San Niceto
S,Calle de San Nicolás
S,Plaza de San Nicolás
S,Calle de San Nicomedes
S,Calle de San Norberto
S,Calle de San Olegario
S,Calle de San Onofre
S,Calle de San Pablo
S,Calle de San Paciano
S,Calle de San Pancracio
S,Calle de San Pantaleón
S,Calle de San Pascual
S,Calle de San Patricio
S,Calle de San Pedro
S,Camino de San Pedro
S,Costanilla de San Pedro
S,Calle de San Pedro de Cardeña
S,Calle de San Pedro Mártir
S,Pasaje de San Pedro
S,Calle de San Pelegrín
S,Calle de San Petersburgo
S,Calle de San Pol de Mar
S,Calle de San Pompeyo
S,Calle de San Quintín
S,Calle de San Quirico
S,Callejon de San Rafael
S,Calle de San Raimundo
S,Calle de San Ramón Nonato
S,Calle de San Remigio
S,Calle de San Restituto
S,Calle de San Ricardo
S,Calle de San Roberto
S,Calle de San Robustiano
S,Calle de San Rogelio
S,Calle de San Román del Valle
S,Calle de San Romualdo
S,Calle de San Roque
S,Camino de San Roque
S,Calle de San Rosendo
S,Calle de San Rufo
S,Calle de San Ruperto
S,Calle de San Samuel
S,Calle de San Sebastián
S,Calle de San Secundino
S,Calle de San Serapio
S,Calle de San Severo
S,Calle de San Silvestre
S,Calle de San Simón
S,Calle de San Simplicio
S,Calle de San Sinesio
S,Calle de San Sinforiano
S,Calle de San Sotero
S,Calle de San Tarsicio
S,Calle de San Telesforo
S,Calle de San Telmo
S,Travesia de San Telmo
S,Calle de San Teófilo
S,Calle de San Timoteo
S,Calle de San Toribio
S,Calle de San Trifón
S,Calle de San Valentín
S,Calle de San Valeriano
S,Calle de San Valero
S,Calle de San Venancio
S,Costanilla de San Vicente
S,Cuesta de San Vicente
S,Plaza de San Vicente de Paúl
S,Calle de San Vicente Ferrer
S,Glorieta de San Vicente
S,Calle de San Vicente Mártir
S,Glorieta de San Víctor
S,Calle de San Victorino
S,Calle de San Vidal
S,Calle de San Virgilio
S,Calle de San Wenceslao
S,Calle de San Zacarías
S,Calle de San Zoilo
S,Calle de Sánchez Balderás
S,Calle de Sánchez Barcaiztegui
S,Calle de Sánchez Bustillo
S,Calle de Sánchez Díaz
S,Calle de Sánchez Guerrero
S,Calle de Sánchez Pacheco
S,Calle de Sánchez Preciado
S,Travesia de Sánchez Preciado
S,Calle de Sanchica
S,Calle de Sanchidrián
S,Calle de Sanchinarro
S,Calle de Sancho Dávila
S,Calle de Sancho Panza
S,Calle de Sanchonuño
S,Calle de Sanchorreja
S,Calle de Sandalia Navas
S,Calle de Sandalio López
S,Calle de Sándalo
S,Calle de Sandoval
S,Glorieta de Sandro Pertini
S,Calle de Sangarcía
S,Calle de Sangenjo
S,Calle del Sanguiño
S,Calle de Sania Ramel
S,Calle de Sanlúcar de Barrameda
S,Calle de Sansón Carrasco
S,Calle de Santa Adela
S,Calle de Santa Águeda
S,Calle de Santa Alicia
S,Calle de Santa Amalia
S,Calle de Santa Ana Alta
S,Calle de Santa Ana Baja
S,Calle de Santa Ana
S,Plaza de Santa Ana
S,Calle de Santa Aurea
S,Plaza de Santa Aurelia
S,Calle de Santa Balbina
S,Calle de Santa Bárbara
S,Plaza de Santa Bárbara
S,Calle de Santa Beatriz
S,Calle de Santa Bernardita
S,Calle de Santa Brígida
S,Calle de Santa Casilda
S,Calle de Santa Catalina
S,Calle de Santa Catalina de Laboure
S,Plaza de Santa Catalina de los Donados
S,Calle de Santa Cecilia
S,Calle de Santa Clara
S,Calle de Santa Coloma
S,Calle de Santa Comba
S,Calle de Santa Cristina
S,Plaza de Santa Cristina
S,Travesia de Santa Cristina
S,Calle de Santa Cruz de Marcenado
S,Calle de Santa Cruz de Mudela
S,Calle de Santa Cruz de Retamar
S,Plaza de Santa Cruz
S,Calle de Santa Dorotea
S,Calle de Santa Eduvigis
S,Calle de Santa Elena
S,Calle de Santa Elvira
S,Calle de Santa Engracia
S,Calle de Santa Escolástica
S,Avenida de Santa Eugenia
S,Calle de Santa Eulalia
S,Callejon de Santa Eulalia
S,Calle de Santa Eva
S,Calle de Santa Fe
S,Calle de Santa Feliciana
S,Calle de Santa Felicidad
S,Pasaje de Santa Felicidad
S,Calle de Santa Flora
S,Calle de Santa Florencia
S,Calle de Santa Francisca Javier Cabrini
S,Plaza de Santa Gema
S,Calle de Santa Genoveva
S,Calle de Santa Hortensia
S,Calle de Santa Inés
S,Calle de la Santa Infancia
S,Calle de Santa Irene
S,Calle de Santa Isabel
S,Calle de Santa Joaquina de Vedruna
S,Calle de Santa Julia
S,Calle de Santa Juliana
S,Calle de Santa Leonor
S,Calle de Santa Lucía
S,Calle de Santa Lucrecia
S,Calle de Santa Magdalena Sofía
S,Plaza de Santa Margarita
S,Calle de Santa María
S,Camino de Santa María
S,Colonia de Santa María
S,Calle de Santa María de la Alameda
S,Glorieta de Santa María de la Cabeza
S,Paseo de Santa María de la Cabeza
S,Calle de Santa María del Mar
S,Calle de Santa María la Real de Nieva
